"","Tcs","Rc_thresholds","Rh_thresholds","first_Tc_reach_days","MAE"
"result.1529",8,-120,235,0,7.36
"result.1530",9,-120,235,0,12.73
"result.1531",5,-125,235,0,7.36
"result.1532",6,-125,235,0,2.36
"result.1533",7,-125,235,0,3.73
"result.1534",8,-125,235,0,7.64
"result.1535",9,-125,235,0,13
"result.1536",5,-130,235,0,29.45
"result.1537",6,-130,235,0,2.82
"result.1538",7,-130,235,0,4
"result.1539",8,-130,235,0,7.91
"result.1540",9,-130,235,0,13.18
"result.1541",5,-135,235,0,7.6
"result.1542",6,-135,235,0,3.27
"result.1543",7,-135,235,0,4.27
"result.1544",8,-135,235,0,8.09
"result.1545",9,-135,235,0,13.36
"result.1546",5,-140,235,0,9.5
"result.1547",6,-140,235,0,3.82
"result.1548",7,-140,235,0,4.55
"result.1549",8,-140,235,0,8.64
"result.1550",9,-140,235,0,13.64
"result.1551",5,-145,235,0,14.6
"result.1552",6,-145,235,0,4.09
"result.1553",7,-145,235,0,4.64
"result.1554",8,-145,235,0,8.64
"result.1555",9,-145,235,0,13.82
"result.1556",5,-150,235,0,34.3
"result.1557",6,-150,235,0,4.91
"result.1558",7,-150,235,0,5.18
"result.1559",8,-150,235,0,8.91
"result.1560",9,-150,235,0,13.91
"result.1561",5,-90,240,0,3.82
"result.1562",6,-90,240,0,2.36
"result.1563",7,-90,240,0,2.36
"result.1564",8,-90,240,0,6.45
"result.1565",9,-90,240,0,11.91
"result.1566",5,-95,240,0,3.64
"result.1567",6,-95,240,0,1.91
"result.1568",7,-95,240,0,2.64
"result.1569",8,-95,240,0,6.73
"result.1570",9,-95,240,0,12.18
"result.1571",5,-100,240,0,3.09
"result.1572",6,-100,240,0,1.82
"result.1573",7,-100,240,0,2.64
"result.1574",8,-100,240,0,7
"result.1575",9,-100,240,0,12.27
"result.1576",5,-105,240,0,3.45
"result.1577",6,-105,240,0,1.91
"result.1578",7,-105,240,0,3
"result.1579",8,-105,240,0,7.09
"result.1580",9,-105,240,0,12.91
"result.1581",5,-110,240,0,3.55
"result.1582",6,-110,240,0,2
"result.1583",7,-110,240,0,3.09
"result.1584",8,-110,240,0,7.27
"result.1585",9,-110,240,0,13
"result.1586",5,-115,240,0,4.18
"result.1587",6,-115,240,0,1.82
"result.1588",7,-115,240,0,3.73
"result.1589",8,-115,240,0,7.64
"result.1590",9,-115,240,0,13.36
"result.1591",5,-120,240,0,4.45
"result.1592",6,-120,240,0,2
"result.1593",7,-120,240,0,3.82
"result.1594",8,-120,240,0,8.27
"result.1595",9,-120,240,0,13.64
"result.1596",5,-125,240,0,7.45
"result.1597",6,-125,240,0,2.45
"result.1598",7,-125,240,0,4.18
"result.1599",8,-125,240,0,8.55
"result.1600",9,-125,240,0,13.73
"result.1601",5,-130,240,0,30.27
"result.1602",6,-130,240,0,3
"result.1603",7,-130,240,0,4.64
"result.1604",8,-130,240,0,8.82
"result.1605",9,-130,240,0,13.82
"result.1606",5,-135,240,0,8.2
"result.1607",6,-135,240,0,3.45
"result.1608",7,-135,240,0,4.91
"result.1609",8,-135,240,0,8.91
"result.1610",9,-135,240,0,13.91
"result.1611",5,-140,240,0,9.9
"result.1612",6,-140,240,0,4.27
"result.1613",7,-140,240,0,5.36
"result.1614",8,-140,240,0,9.36
"result.1615",9,-140,240,0,14.36
"result.1616",5,-145,240,0,14.8
"result.1617",6,-145,240,0,4.73
"result.1618",7,-145,240,0,5.64
"result.1619",8,-145,240,0,9.55
"result.1620",9,-145,240,0,14.55
"result.1621",5,-150,240,0,35
"result.1622",6,-150,240,0,5.45
"result.1623",7,-150,240,0,6.09
"result.1624",8,-150,240,0,9.73
"result.1625",9,-150,240,0,14.55
"result.1626",5,-90,120,1,23.55
"result.1627",6,-90,120,1,19.73
"result.1628",7,-90,120,1,15
"result.1629",8,-90,120,1,9.64
"result.1630",9,-90,120,1,4.64
"result.1631",5,-95,120,1,23.55
"result.1632",6,-95,120,1,19.73
"result.1633",7,-95,120,1,15
"result.1634",8,-95,120,1,9.64
"result.1635",9,-95,120,1,4.64
"result.1636",5,-100,120,1,23.55
"result.1637",6,-100,120,1,19.73
"result.1638",7,-100,120,1,15
"result.1639",8,-100,120,1,9.64
"result.1640",9,-100,120,1,4.64
"result.1641",5,-105,120,1,23.55
"result.1642",6,-105,120,1,19.73
"result.1643",7,-105,120,1,15
"result.1644",8,-105,120,1,9.64
"result.1645",9,-105,120,1,4.64
"result.1646",5,-110,120,1,23.55
"result.1647",6,-110,120,1,19.73
"result.1648",7,-110,120,1,15
"result.1649",8,-110,120,1,9.64
"result.1650",9,-110,120,1,4.64
"result.1651",5,-115,120,1,23.55
"result.1652",6,-115,120,1,19.73
"result.1653",7,-115,120,1,15
"result.1654",8,-115,120,1,9.64
"result.1655",9,-115,120,1,4.64
"result.1656",5,-120,120,1,23.55
"result.1657",6,-120,120,1,19.73
"result.1658",7,-120,120,1,15
"result.1659",8,-120,120,1,9.64
"result.1660",9,-120,120,1,4.64
"result.1661",5,-125,120,1,23.55
"result.1662",6,-125,120,1,19.73
"result.1663",7,-125,120,1,15
"result.1664",8,-125,120,1,9.64
"result.1665",9,-125,120,1,4.64
"result.1666",5,-130,120,1,23.55
"result.1667",6,-130,120,1,19.73
"result.1668",7,-130,120,1,15
"result.1669",8,-130,120,1,9.64
"result.1670",9,-130,120,1,4.64
"result.1671",5,-135,120,1,23.55
"result.1672",6,-135,120,1,19.73
"result.1673",7,-135,120,1,15
"result.1674",8,-135,120,1,9.64
"result.1675",9,-135,120,1,4.64
"result.1676",5,-140,120,1,23.55
"result.1677",6,-140,120,1,19.73
"result.1678",7,-140,120,1,15
"result.1679",8,-140,120,1,9.64
"result.1680",9,-140,120,1,4.64
"result.1681",5,-145,120,1,23.55
"result.1682",6,-145,120,1,19.73
"result.1683",7,-145,120,1,15
"result.1684",8,-145,120,1,9.64
"result.1685",9,-145,120,1,4.64
"result.1686",5,-150,120,1,23.55
"result.1687",6,-150,120,1,19.73
"result.1688",7,-150,120,1,15
"result.1689",8,-150,120,1,9.64
"result.1690",9,-150,120,1,4.64
"result.1691",5,-90,125,1,22.55
"result.1692",6,-90,125,1,18.82
"result.1693",7,-90,125,1,13.91
"result.1694",8,-90,125,1,8.55
"result.1695",9,-90,125,1,3.73
"result.1696",5,-95,125,1,22.55
"result.1697",6,-95,125,1,18.82
"result.1698",7,-95,125,1,13.91
"result.1699",8,-95,125,1,8.55
"result.1700",9,-95,125,1,3.73
"result.1701",5,-100,125,1,22.55
"result.1702",6,-100,125,1,18.82
"result.1703",7,-100,125,1,13.91
"result.1704",8,-100,125,1,8.55
"result.1705",9,-100,125,1,3.73
"result.1706",5,-105,125,1,22.55
"result.1707",6,-105,125,1,18.82
"result.1708",7,-105,125,1,13.91
"result.1709",8,-105,125,1,8.55
"result.1710",9,-105,125,1,3.73
"result.1711",5,-110,125,1,22.55
"result.1712",6,-110,125,1,18.82
"result.1713",7,-110,125,1,13.91
"result.1714",8,-110,125,1,8.55
"result.1715",9,-110,125,1,3.73
"result.1716",5,-115,125,1,22.55
"result.1717",6,-115,125,1,18.82
"result.1718",7,-115,125,1,13.91
"result.1719",8,-115,125,1,8.55
"result.1720",9,-115,125,1,3.73
"result.1721",5,-120,125,1,22.55
"result.1722",6,-120,125,1,18.82
"result.1723",7,-120,125,1,13.91
"result.1724",8,-120,125,1,8.55
"result.1725",9,-120,125,1,3.73
"result.1726",5,-125,125,1,22.55
"result.1727",6,-125,125,1,18.82
"result.1728",7,-125,125,1,13.91
"result.1729",8,-125,125,1,8.55
"result.1730",9,-125,125,1,3.73
"result.1731",5,-130,125,1,22.55
"result.1732",6,-130,125,1,18.82
"result.1733",7,-130,125,1,13.91
"result.1734",8,-130,125,1,8.55
"result.1735",9,-130,125,1,3.73
"result.1736",5,-135,125,1,22.55
"result.1737",6,-135,125,1,18.82
"result.1738",7,-135,125,1,13.91
"result.1739",8,-135,125,1,8.55
"result.1740",9,-135,125,1,3.73
"result.1741",5,-140,125,1,22.55
"result.1742",6,-140,125,1,18.82
"result.1743",7,-140,125,1,13.91
"result.1744",8,-140,125,1,8.55
"result.1745",9,-140,125,1,3.73
"result.1746",5,-145,125,1,22.55
"result.1747",6,-145,125,1,18.82
"result.1748",7,-145,125,1,13.91
"result.1749",8,-145,125,1,8.55
"result.1750",9,-145,125,1,3.73
"result.1751",5,-150,125,1,22.55
"result.1752",6,-150,125,1,18.82
"result.1753",7,-150,125,1,13.91
"result.1754",8,-150,125,1,8.55
"result.1755",9,-150,125,1,3.73
"result.1756",5,-90,130,1,21.64
"result.1757",6,-90,130,1,17.91
"result.1758",7,-90,130,1,13
"result.1759",8,-90,130,1,7.55
"result.1760",9,-90,130,1,3.09
"result.1761",5,-95,130,1,21.64
"result.1762",6,-95,130,1,17.91
"result.1763",7,-95,130,1,13
"result.1764",8,-95,130,1,7.55
"result.1765",9,-95,130,1,3.09
"result.1766",5,-100,130,1,21.64
"result.1767",6,-100,130,1,17.91
"result.1768",7,-100,130,1,13
"result.1769",8,-100,130,1,7.55
"result.1770",9,-100,130,1,3.09
"result.1771",5,-105,130,1,21.64
"result.1772",6,-105,130,1,17.91
"result.1773",7,-105,130,1,13
"result.1774",8,-105,130,1,7.55
"result.1775",9,-105,130,1,3.09
"result.1776",5,-110,130,1,21.64
"result.1777",6,-110,130,1,17.91
"result.1778",7,-110,130,1,13
"result.1779",8,-110,130,1,7.55
"result.1780",9,-110,130,1,3.09
"result.1781",5,-115,130,1,21.64
"result.1782",6,-115,130,1,17.91
"result.1783",7,-115,130,1,13
"result.1784",8,-115,130,1,7.55
"result.1785",9,-115,130,1,3.09
"result.1786",5,-120,130,1,21.64
"result.1787",6,-120,130,1,17.91
"result.1788",7,-120,130,1,13
"result.1789",8,-120,130,1,7.55
"result.1790",9,-120,130,1,3.09
"result.1791",5,-125,130,1,21.64
"result.1792",6,-125,130,1,17.91
"result.1793",7,-125,130,1,13
"result.1794",8,-125,130,1,7.55
"result.1795",9,-125,130,1,3.09
"result.1796",5,-130,130,1,21.64
"result.1797",6,-130,130,1,17.91
"result.1798",7,-130,130,1,13
"result.1799",8,-130,130,1,7.55
"result.1800",9,-130,130,1,3.09
"result.1801",5,-135,130,1,21.64
"result.1802",6,-135,130,1,17.91
"result.1803",7,-135,130,1,13
"result.1804",8,-135,130,1,7.55
"result.1805",9,-135,130,1,3.09
"result.1806",5,-140,130,1,21.64
"result.1807",6,-140,130,1,17.91
"result.1808",7,-140,130,1,13
"result.1809",8,-140,130,1,7.55
"result.1810",9,-140,130,1,3.09
"result.1811",5,-145,130,1,21.64
"result.1812",6,-145,130,1,17.91
"result.1813",7,-145,130,1,13
"result.1814",8,-145,130,1,7.55
"result.1815",9,-145,130,1,3.09
"result.1816",5,-150,130,1,21.64
"result.1817",6,-150,130,1,17.91
"result.1818",7,-150,130,1,13
"result.1819",8,-150,130,1,7.55
"result.1820",9,-150,130,1,3.09
"result.1821",5,-90,135,1,21.09
"result.1822",6,-90,135,1,16.73
"result.1823",7,-90,135,1,11.64
"result.1824",8,-90,135,1,6.55
"result.1825",9,-90,135,1,2.27
"result.1826",5,-95,135,1,21.09
"result.1827",6,-95,135,1,16.73
"result.1828",7,-95,135,1,11.64
"result.1829",8,-95,135,1,6.55
"result.1830",9,-95,135,1,2.27
"result.1831",5,-100,135,1,21.09
"result.1832",6,-100,135,1,16.73
"result.1833",7,-100,135,1,11.64
"result.1834",8,-100,135,1,6.55
"result.1835",9,-100,135,1,2.27
"result.1836",5,-105,135,1,21.09
"result.1837",6,-105,135,1,16.73
"result.1838",7,-105,135,1,11.64
"result.1839",8,-105,135,1,6.55
"result.1840",9,-105,135,1,2.27
"result.1841",5,-110,135,1,21.09
"result.1842",6,-110,135,1,16.73
"result.1843",7,-110,135,1,11.64
"result.1844",8,-110,135,1,6.55
"result.1845",9,-110,135,1,2.27
"result.1846",5,-115,135,1,21.09
"result.1847",6,-115,135,1,16.73
"result.1848",7,-115,135,1,11.64
"result.1849",8,-115,135,1,6.55
"result.1850",9,-115,135,1,2.27
"result.1851",5,-120,135,1,21.09
"result.1852",6,-120,135,1,16.73
"result.1853",7,-120,135,1,11.64
"result.1854",8,-120,135,1,6.55
"result.1855",9,-120,135,1,2.27
"result.1856",5,-125,135,1,21.09
"result.1857",6,-125,135,1,16.73
"result.1858",7,-125,135,1,11.64
"result.1859",8,-125,135,1,6.55
"result.1860",9,-125,135,1,2.27
"result.1861",5,-130,135,1,21.09
"result.1862",6,-130,135,1,16.73
"result.1863",7,-130,135,1,11.64
"result.1864",8,-130,135,1,6.55
"result.1865",9,-130,135,1,2.27
"result.1866",5,-135,135,1,21.09
"result.1867",6,-135,135,1,16.73
"result.1868",7,-135,135,1,11.64
"result.1869",8,-135,135,1,6.55
"result.1870",9,-135,135,1,2.27
"result.1871",5,-140,135,1,21.09
"result.1872",6,-140,135,1,16.73
"result.1873",7,-140,135,1,11.64
"result.1874",8,-140,135,1,6.55
"result.1875",9,-140,135,1,2.27
"result.1876",5,-145,135,1,21.09
"result.1877",6,-145,135,1,16.73
"result.1878",7,-145,135,1,11.64
"result.1879",8,-145,135,1,6.55
"result.1880",9,-145,135,1,2.27
"result.1881",5,-150,135,1,21.09
"result.1882",6,-150,135,1,16.73
"result.1883",7,-150,135,1,11.64
"result.1884",8,-150,135,1,6.55
"result.1885",9,-150,135,1,2.27
"result.1886",5,-90,140,1,20.36
"result.1887",6,-90,140,1,15.64
"result.1888",7,-90,140,1,10.55
"result.1889",8,-90,140,1,5.55
"result.1890",9,-90,140,1,2.55
"result.1891",5,-95,140,1,20.36
"result.1892",6,-95,140,1,15.64
"result.1893",7,-95,140,1,10.55
"result.1894",8,-95,140,1,5.55
"result.1895",9,-95,140,1,2.55
"result.1896",5,-100,140,1,20.36
"result.1897",6,-100,140,1,15.64
"result.1898",7,-100,140,1,10.55
"result.1899",8,-100,140,1,5.55
"result.1900",9,-100,140,1,2.55
"result.1901",5,-105,140,1,20.36
"result.1902",6,-105,140,1,15.64
"result.1903",7,-105,140,1,10.55
"result.1904",8,-105,140,1,5.55
"result.1905",9,-105,140,1,2.55
"result.1906",5,-110,140,1,20.36
"result.1907",6,-110,140,1,15.64
"result.1908",7,-110,140,1,10.55
"result.1909",8,-110,140,1,5.55
"result.1910",9,-110,140,1,2.55
"result.1911",5,-115,140,1,20.36
"result.1912",6,-115,140,1,15.64
"result.1913",7,-115,140,1,10.55
"result.1914",8,-115,140,1,5.55
"result.1915",9,-115,140,1,2.55
"result.1916",5,-120,140,1,20.36
"result.1917",6,-120,140,1,15.64
"result.1918",7,-120,140,1,10.55
"result.1919",8,-120,140,1,5.55
"result.1920",9,-120,140,1,2.55
"result.1921",5,-125,140,1,20.36
"result.1922",6,-125,140,1,15.64
"result.1923",7,-125,140,1,10.55
"result.1924",8,-125,140,1,5.55
"result.1925",9,-125,140,1,2.55
"result.1926",5,-130,140,1,20.36
"result.1927",6,-130,140,1,15.64
"result.1928",7,-130,140,1,10.55
"result.1929",8,-130,140,1,5.55
"result.1930",9,-130,140,1,2.55
"result.1931",5,-135,140,1,20.36
"result.1932",6,-135,140,1,15.64
"result.1933",7,-135,140,1,10.55
"result.1934",8,-135,140,1,5.55
"result.1935",9,-135,140,1,2.55
"result.1936",5,-140,140,1,20.36
"result.1937",6,-140,140,1,15.64
"result.1938",7,-140,140,1,10.55
"result.1939",8,-140,140,1,5.55
"result.1940",9,-140,140,1,2.55
"result.1941",5,-145,140,1,20.36
"result.1942",6,-145,140,1,15.64
"result.1943",7,-145,140,1,10.55
"result.1944",8,-145,140,1,5.55
"result.1945",9,-145,140,1,2.55
"result.1946",5,-150,140,1,20.36
"result.1947",6,-150,140,1,15.64
"result.1948",7,-150,140,1,10.55
"result.1949",8,-150,140,1,5.55
"result.1950",9,-150,140,1,2.55
"result.1951",5,-90,145,1,19.45
"result.1952",6,-90,145,1,14.82
"result.1953",7,-90,145,1,9.18
"result.1954",8,-90,145,1,4.55
"result.1955",9,-90,145,1,2.91
"result.1956",5,-95,145,1,19.45
"result.1957",6,-95,145,1,14.82
"result.1958",7,-95,145,1,9.18
"result.1959",8,-95,145,1,4.55
"result.1960",9,-95,145,1,2.91
"result.1961",5,-100,145,1,19.45
"result.1962",6,-100,145,1,14.82
"result.1963",7,-100,145,1,9.18
"result.1964",8,-100,145,1,4.55
"result.1965",9,-100,145,1,2.91
"result.1966",5,-105,145,1,19.45
"result.1967",6,-105,145,1,14.82
"result.1968",7,-105,145,1,9.18
"result.1969",8,-105,145,1,4.55
"result.1970",9,-105,145,1,2.91
"result.1971",5,-110,145,1,19.45
"result.1972",6,-110,145,1,14.82
"result.1973",7,-110,145,1,9.18
"result.1974",8,-110,145,1,4.55
"result.1975",9,-110,145,1,2.91
"result.1976",5,-115,145,1,19.45
"result.1977",6,-115,145,1,14.82
"result.1978",7,-115,145,1,9.18
"result.1979",8,-115,145,1,4.55
"result.1980",9,-115,145,1,2.91
"result.1981",5,-120,145,1,19.45
"result.1982",6,-120,145,1,14.82
"result.1983",7,-120,145,1,9.18
"result.1984",8,-120,145,1,4.55
"result.1985",9,-120,145,1,2.91
"result.1986",5,-125,145,1,19.45
"result.1987",6,-125,145,1,14.82
"result.1988",7,-125,145,1,9.18
"result.1989",8,-125,145,1,4.55
"result.1990",9,-125,145,1,2.91
"result.1991",5,-130,145,1,19.45
"result.1992",6,-130,145,1,14.82
"result.1993",7,-130,145,1,9.18
"result.1994",8,-130,145,1,4.55
"result.1995",9,-130,145,1,2.91
"result.1996",5,-135,145,1,19.45
"result.1997",6,-135,145,1,14.82
"result.1998",7,-135,145,1,9.18
"result.1999",8,-135,145,1,4.55
"result.2000",9,-135,145,1,2.91
"result.2001",5,-140,145,1,19.45
"result.2002",6,-140,145,1,14.82
"result.2003",7,-140,145,1,9.18
"result.2004",8,-140,145,1,4.55
"result.2005",9,-140,145,1,2.91
"result.2006",5,-145,145,1,19.45
"result.2007",6,-145,145,1,14.82
"result.2008",7,-145,145,1,9.18
"result.2009",8,-145,145,1,4.55
"result.2010",9,-145,145,1,2.91
"result.2011",5,-150,145,1,19.45
"result.2012",6,-150,145,1,14.82
"result.2013",7,-150,145,1,9.18
"result.2014",8,-150,145,1,4.55
"result.2015",9,-150,145,1,2.91
"result.2016",5,-90,150,1,18.64
"result.2017",6,-90,150,1,13.82
"result.2018",7,-90,150,1,8.45
"result.2019",8,-90,150,1,3.73
"result.2020",9,-90,150,1,3.36
"result.2021",5,-95,150,1,18.64
"result.2022",6,-95,150,1,13.82
"result.2023",7,-95,150,1,8.45
"result.2024",8,-95,150,1,3.73
"result.2025",9,-95,150,1,3.36
"result.2026",5,-100,150,1,18.64
"result.2027",6,-100,150,1,13.82
"result.2028",7,-100,150,1,8.45
"result.2029",8,-100,150,1,3.73
"result.2030",9,-100,150,1,3.36
"result.2031",5,-105,150,1,18.64
"result.2032",6,-105,150,1,13.82
"result.2033",7,-105,150,1,8.45
"result.2034",8,-105,150,1,3.73
"result.2035",9,-105,150,1,3.36
"result.2036",5,-110,150,1,18.64
"result.2037",6,-110,150,1,13.82
"result.2038",7,-110,150,1,8.45
"result.2039",8,-110,150,1,3.73
"result.2040",9,-110,150,1,3.36
"result.2041",5,-115,150,1,18.64
"result.2042",6,-115,150,1,13.82
"result.2043",7,-115,150,1,8.45
"result.2044",8,-115,150,1,3.73
"result.2045",9,-115,150,1,3.36
"result.2046",5,-120,150,1,18.64
"result.2047",6,-120,150,1,13.82
"result.2048",7,-120,150,1,8.45
"result.2049",8,-120,150,1,3.73
"result.2050",9,-120,150,1,3.36
"result.2051",5,-125,150,1,18.64
"result.2052",6,-125,150,1,13.82
"result.2053",7,-125,150,1,8.45
"result.2054",8,-125,150,1,3.73
"result.2055",9,-125,150,1,3.36
"result.2056",5,-130,150,1,18.64
"result.2057",6,-130,150,1,13.82
"result.2058",7,-130,150,1,8.45
"result.2059",8,-130,150,1,3.73
"result.2060",9,-130,150,1,3.36
"result.2061",5,-135,150,1,18.64
"result.2062",6,-135,150,1,13.82
"result.2063",7,-135,150,1,8.45
"result.2064",8,-135,150,1,3.73
"result.2065",9,-135,150,1,3.36
"result.2066",5,-140,150,1,18.64
"result.2067",6,-140,150,1,13.82
"result.2068",7,-140,150,1,8.45
"result.2069",8,-140,150,1,3.73
"result.2070",9,-140,150,1,3.36
"result.2071",5,-145,150,1,18.64
"result.2072",6,-145,150,1,13.82
"result.2073",7,-145,150,1,8.45
"result.2074",8,-145,150,1,3.73
"result.2075",9,-145,150,1,3.36
"result.2076",5,-150,150,1,18.64
"result.2077",6,-150,150,1,13.82
"result.2078",7,-150,150,1,8.45
"result.2079",8,-150,150,1,3.73
"result.2080",9,-150,150,1,3.36
"result.2081",5,-90,155,1,17.91
"result.2082",6,-90,155,1,12.82
"result.2083",7,-90,155,1,7.64
"result.2084",8,-90,155,1,3.09
"result.2085",9,-90,155,1,3.64
"result.2086",5,-95,155,1,17.91
"result.2087",6,-95,155,1,12.82
"result.2088",7,-95,155,1,7.64
"result.2089",8,-95,155,1,3.09
"result.2090",9,-95,155,1,3.64
"result.2091",5,-100,155,1,17.91
"result.2092",6,-100,155,1,12.82
"result.2093",7,-100,155,1,7.64
"result.2094",8,-100,155,1,3.09
"result.2095",9,-100,155,1,3.64
"result.2096",5,-105,155,1,17.91
"result.2097",6,-105,155,1,12.82
"result.2098",7,-105,155,1,7.64
"result.2099",8,-105,155,1,3.09
"result.2100",9,-105,155,1,3.64
"result.2101",5,-110,155,1,17.91
"result.2102",6,-110,155,1,12.82
"result.2103",7,-110,155,1,7.64
"result.2104",8,-110,155,1,3.09
"result.2105",9,-110,155,1,3.64
"result.2106",5,-115,155,1,17.91
"result.2107",6,-115,155,1,12.82
"result.2108",7,-115,155,1,7.64
"result.2109",8,-115,155,1,3.09
"result.2110",9,-115,155,1,3.64
"result.2111",5,-120,155,1,17.91
"result.2112",6,-120,155,1,12.82
"result.2113",7,-120,155,1,7.64
"result.2114",8,-120,155,1,3.09
"result.2115",9,-120,155,1,3.64
"result.2116",5,-125,155,1,17.91
"result.2117",6,-125,155,1,12.82
"result.2118",7,-125,155,1,7.64
"result.2119",8,-125,155,1,3.09
"result.2120",9,-125,155,1,3.64
"result.2121",5,-130,155,1,17.91
"result.2122",6,-130,155,1,12.82
"result.2123",7,-130,155,1,7.64
"result.2124",8,-130,155,1,3.09
"result.2125",9,-130,155,1,3.64
"result.2126",5,-135,155,1,17.91
"result.2127",6,-135,155,1,12.82
"result.2128",7,-135,155,1,7.64
"result.2129",8,-135,155,1,3.09
"result.2130",9,-135,155,1,3.64
"result.2131",5,-140,155,1,17.91
"result.2132",6,-140,155,1,12.82
"result.2133",7,-140,155,1,7.64
"result.2134",8,-140,155,1,3.09
"result.2135",9,-140,155,1,3.64
"result.2136",5,-145,155,1,17.91
"result.2137",6,-145,155,1,12.82
"result.2138",7,-145,155,1,7.64
"result.2139",8,-145,155,1,3.09
"result.2140",9,-145,155,1,3.64
"result.2141",5,-150,155,1,17.91
"result.2142",6,-150,155,1,12.82
"result.2143",7,-150,155,1,7.64
"result.2144",8,-150,155,1,3.09
"result.2145",9,-150,155,1,3.64
"result.2146",5,-90,160,1,16.45
"result.2147",6,-90,160,1,11.73
"result.2148",7,-90,160,1,6.73
"result.2149",8,-90,160,1,2.91
"result.2150",9,-90,160,1,4.45
"result.2151",5,-95,160,1,16.45
"result.2152",6,-95,160,1,11.73
"result.2153",7,-95,160,1,6.73
"result.2154",8,-95,160,1,2.91
"result.2155",9,-95,160,1,4.45
"result.2156",5,-100,160,1,16.45
"result.2157",6,-100,160,1,11.73
"result.2158",7,-100,160,1,6.73
"result.2159",8,-100,160,1,2.91
"result.2160",9,-100,160,1,4.45
"result.2161",5,-105,160,1,16.45
"result.2162",6,-105,160,1,11.73
"result.2163",7,-105,160,1,6.73
"result.2164",8,-105,160,1,2.91
"result.2165",9,-105,160,1,4.45
"result.2166",5,-110,160,1,16.45
"result.2167",6,-110,160,1,11.73
"result.2168",7,-110,160,1,6.73
"result.2169",8,-110,160,1,2.91
"result.2170",9,-110,160,1,4.45
"result.2171",5,-115,160,1,16.45
"result.2172",6,-115,160,1,11.73
"result.2173",7,-115,160,1,6.73
"result.2174",8,-115,160,1,2.91
"result.2175",9,-115,160,1,4.45
"result.2176",5,-120,160,1,16.45
"result.2177",6,-120,160,1,11.73
"result.2178",7,-120,160,1,6.73
"result.2179",8,-120,160,1,2.91
"result.2180",9,-120,160,1,4.45
"result.2181",5,-125,160,1,16.45
"result.2182",6,-125,160,1,11.73
"result.2183",7,-125,160,1,6.73
"result.2184",8,-125,160,1,2.91
"result.2185",9,-125,160,1,4.45
"result.2186",5,-130,160,1,16.45
"result.2187",6,-130,160,1,11.73
"result.2188",7,-130,160,1,6.73
"result.2189",8,-130,160,1,2.91
"result.2190",9,-130,160,1,4.45
"result.2191",5,-135,160,1,16.45
"result.2192",6,-135,160,1,11.73
"result.2193",7,-135,160,1,6.73
"result.2194",8,-135,160,1,2.91
"result.2195",9,-135,160,1,4.45
"result.2196",5,-140,160,1,16.45
"result.2197",6,-140,160,1,11.73
"result.2198",7,-140,160,1,6.73
"result.2199",8,-140,160,1,2.91
"result.2200",9,-140,160,1,4.45
"result.2201",5,-145,160,1,16.45
"result.2202",6,-145,160,1,11.73
"result.2203",7,-145,160,1,6.73
"result.2204",8,-145,160,1,2.91
"result.2205",9,-145,160,1,4.45
"result.2206",5,-150,160,1,16.45
"result.2207",6,-150,160,1,11.73
"result.2208",7,-150,160,1,6.73
"result.2209",8,-150,160,1,2.91
"result.2210",9,-150,160,1,4.45
"result.2211",5,-90,165,1,15.73
"result.2212",6,-90,165,1,11.09
"result.2213",7,-90,165,1,5.91
"result.2214",8,-90,165,1,2.55
"result.2215",9,-90,165,1,4.91
"result.2216",5,-95,165,1,15.73
"result.2217",6,-95,165,1,11.09
"result.2218",7,-95,165,1,5.91
"result.2219",8,-95,165,1,2.55
"result.2220",9,-95,165,1,4.91
"result.2221",5,-100,165,1,15.73
"result.2222",6,-100,165,1,11.09
"result.2223",7,-100,165,1,5.91
"result.2224",8,-100,165,1,2.55
"result.2225",9,-100,165,1,4.91
"result.2226",5,-105,165,1,15.73
"result.2227",6,-105,165,1,11.09
"result.2228",7,-105,165,1,5.91
"result.2229",8,-105,165,1,2.55
"result.2230",9,-105,165,1,4.91
"result.2231",5,-110,165,1,15.73
"result.2232",6,-110,165,1,11.09
"result.2233",7,-110,165,1,5.91
"result.2234",8,-110,165,1,2.55
"result.2235",9,-110,165,1,4.91
"result.2236",5,-115,165,1,15.73
"result.2237",6,-115,165,1,11.09
"result.2238",7,-115,165,1,5.91
"result.2239",8,-115,165,1,2.55
"result.2240",9,-115,165,1,4.91
"result.2241",5,-120,165,1,15.73
"result.2242",6,-120,165,1,11.09
"result.2243",7,-120,165,1,5.91
"result.2244",8,-120,165,1,2.55
"result.2245",9,-120,165,1,4.91
"result.2246",5,-125,165,1,15.73
"result.2247",6,-125,165,1,11.09
"result.2248",7,-125,165,1,5.91
"result.2249",8,-125,165,1,2.55
"result.2250",9,-125,165,1,4.91
"result.2251",5,-130,165,1,15.73
"result.2252",6,-130,165,1,11.09
"result.2253",7,-130,165,1,5.91
"result.2254",8,-130,165,1,2.55
"result.2255",9,-130,165,1,4.91
"result.2256",5,-135,165,1,15.73
"result.2257",6,-135,165,1,11.09
"result.2258",7,-135,165,1,5.91
"result.2259",8,-135,165,1,2.55
"result.2260",9,-135,165,1,4.91
"result.2261",5,-140,165,1,15.73
"result.2262",6,-140,165,1,11.09
"result.2263",7,-140,165,1,5.91
"result.2264",8,-140,165,1,2.55
"result.2265",9,-140,165,1,4.91
"result.2266",5,-145,165,1,15.73
