"","Tcs","Rc_thresholds","Rh_thresholds","first_Tc_reach_days","MAE"
"result.3007",6,-105,225,1,2.55
"result.3008",7,-105,225,1,4.09
"result.3009",8,-105,225,1,8.82
"result.3010",9,-105,225,1,14.64
"result.3011",5,-110,225,1,6.18
"result.3012",6,-110,225,1,2.55
"result.3013",7,-110,225,1,4.09
"result.3014",8,-110,225,1,8.82
"result.3015",9,-110,225,1,14.64
"result.3016",5,-115,225,1,6.18
"result.3017",6,-115,225,1,2.55
"result.3018",7,-115,225,1,4.09
"result.3019",8,-115,225,1,8.82
"result.3020",9,-115,225,1,14.64
"result.3021",5,-120,225,1,6.18
"result.3022",6,-120,225,1,2.55
"result.3023",7,-120,225,1,4.09
"result.3024",8,-120,225,1,8.82
"result.3025",9,-120,225,1,14.64
"result.3026",5,-125,225,1,6.18
"result.3027",6,-125,225,1,2.55
"result.3028",7,-125,225,1,4.09
"result.3029",8,-125,225,1,8.82
"result.3030",9,-125,225,1,14.64
"result.3031",5,-130,225,1,6.18
"result.3032",6,-130,225,1,2.55
"result.3033",7,-130,225,1,4.09
"result.3034",8,-130,225,1,8.82
"result.3035",9,-130,225,1,14.64
"result.3036",5,-135,225,1,6.18
"result.3037",6,-135,225,1,2.55
"result.3038",7,-135,225,1,4.09
"result.3039",8,-135,225,1,8.82
"result.3040",9,-135,225,1,14.64
"result.3041",5,-140,225,1,6.18
"result.3042",6,-140,225,1,2.55
"result.3043",7,-140,225,1,4.09
"result.3044",8,-140,225,1,8.82
"result.3045",9,-140,225,1,14.64
"result.3046",5,-145,225,1,6.18
"result.3047",6,-145,225,1,2.55
"result.3048",7,-145,225,1,4.09
"result.3049",8,-145,225,1,8.82
"result.3050",9,-145,225,1,14.64
"result.3051",5,-150,225,1,6.18
"result.3052",6,-150,225,1,2.55
"result.3053",7,-150,225,1,4.09
"result.3054",8,-150,225,1,8.82
"result.3055",9,-150,225,1,14.64
"result.3056",5,-90,230,1,5.27
"result.3057",6,-90,230,1,2.27
"result.3058",7,-90,230,1,4.73
"result.3059",8,-90,230,1,9.91
"result.3060",9,-90,230,1,15.64
"result.3061",5,-95,230,1,5.27
"result.3062",6,-95,230,1,2.27
"result.3063",7,-95,230,1,4.73
"result.3064",8,-95,230,1,9.91
"result.3065",9,-95,230,1,15.64
"result.3066",5,-100,230,1,5.27
"result.3067",6,-100,230,1,2.27
"result.3068",7,-100,230,1,4.73
"result.3069",8,-100,230,1,9.91
"result.3070",9,-100,230,1,15.64
"result.3071",5,-105,230,1,5.27
"result.3072",6,-105,230,1,2.27
"result.3073",7,-105,230,1,4.73
"result.3074",8,-105,230,1,9.91
"result.3075",9,-105,230,1,15.64
"result.3076",5,-110,230,1,5.27
"result.3077",6,-110,230,1,2.27
"result.3078",7,-110,230,1,4.73
"result.3079",8,-110,230,1,9.91
"result.3080",9,-110,230,1,15.64
"result.3081",5,-115,230,1,5.27
"result.3082",6,-115,230,1,2.27
"result.3083",7,-115,230,1,4.73
"result.3084",8,-115,230,1,9.91
"result.3085",9,-115,230,1,15.64
"result.3086",5,-120,230,1,5.27
"result.3087",6,-120,230,1,2.27
"result.3088",7,-120,230,1,4.73
"result.3089",8,-120,230,1,9.91
"result.3090",9,-120,230,1,15.64
"result.3091",5,-125,230,1,5.27
"result.3092",6,-125,230,1,2.27
"result.3093",7,-125,230,1,4.73
"result.3094",8,-125,230,1,9.91
"result.3095",9,-125,230,1,15.64
"result.3096",5,-130,230,1,5.27
"result.3097",6,-130,230,1,2.27
"result.3098",7,-130,230,1,4.73
"result.3099",8,-130,230,1,9.91
"result.3100",9,-130,230,1,15.64
"result.3101",5,-135,230,1,5.27
"result.3102",6,-135,230,1,2.27
"result.3103",7,-135,230,1,4.73
"result.3104",8,-135,230,1,9.91
"result.3105",9,-135,230,1,15.64
"result.3106",5,-140,230,1,5.27
"result.3107",6,-140,230,1,2.27
"result.3108",7,-140,230,1,4.73
"result.3109",8,-140,230,1,9.91
"result.3110",9,-140,230,1,15.64
"result.3111",5,-145,230,1,5.27
"result.3112",6,-145,230,1,2.27
"result.3113",7,-145,230,1,4.73
"result.3114",8,-145,230,1,9.91
"result.3115",9,-145,230,1,15.64
"result.3116",5,-150,230,1,5.27
"result.3117",6,-150,230,1,2.27
"result.3118",7,-150,230,1,4.73
"result.3119",8,-150,230,1,9.91
"result.3120",9,-150,230,1,15.64
"result.3121",5,-90,235,1,5
"result.3122",6,-90,235,1,2.55
"result.3123",7,-90,235,1,5.36
"result.3124",8,-90,235,1,10.55
"result.3125",9,-90,235,1,16.18
"result.3126",5,-95,235,1,5
"result.3127",6,-95,235,1,2.55
"result.3128",7,-95,235,1,5.36
"result.3129",8,-95,235,1,10.55
"result.3130",9,-95,235,1,16.18
"result.3131",5,-100,235,1,5
"result.3132",6,-100,235,1,2.55
"result.3133",7,-100,235,1,5.36
"result.3134",8,-100,235,1,10.55
"result.3135",9,-100,235,1,16.18
"result.3136",5,-105,235,1,5
"result.3137",6,-105,235,1,2.55
"result.3138",7,-105,235,1,5.36
"result.3139",8,-105,235,1,10.55
"result.3140",9,-105,235,1,16.18
"result.3141",5,-110,235,1,5
"result.3142",6,-110,235,1,2.55
"result.3143",7,-110,235,1,5.36
"result.3144",8,-110,235,1,10.55
"result.3145",9,-110,235,1,16.18
"result.3146",5,-115,235,1,5
"result.3147",6,-115,235,1,2.55
"result.3148",7,-115,235,1,5.36
"result.3149",8,-115,235,1,10.55
"result.3150",9,-115,235,1,16.18
"result.3151",5,-120,235,1,5
"result.3152",6,-120,235,1,2.55
"result.3153",7,-120,235,1,5.36
"result.3154",8,-120,235,1,10.55
"result.3155",9,-120,235,1,16.18
"result.3156",5,-125,235,1,5
"result.3157",6,-125,235,1,2.55
"result.3158",7,-125,235,1,5.36
"result.3159",8,-125,235,1,10.55
"result.3160",9,-125,235,1,16.18
"result.3161",5,-130,235,1,5
"result.3162",6,-130,235,1,2.55
"result.3163",7,-130,235,1,5.36
"result.3164",8,-130,235,1,10.55
"result.3165",9,-130,235,1,16.18
"result.3166",5,-135,235,1,5
"result.3167",6,-135,235,1,2.55
"result.3168",7,-135,235,1,5.36
"result.3169",8,-135,235,1,10.55
"result.3170",9,-135,235,1,16.18
"result.3171",5,-140,235,1,5
"result.3172",6,-140,235,1,2.55
"result.3173",7,-140,235,1,5.36
"result.3174",8,-140,235,1,10.55
"result.3175",9,-140,235,1,16.18
"result.3176",5,-145,235,1,5
"result.3177",6,-145,235,1,2.55
"result.3178",7,-145,235,1,5.36
"result.3179",8,-145,235,1,10.55
"result.3180",9,-145,235,1,16.18
"result.3181",5,-150,235,1,5
"result.3182",6,-150,235,1,2.55
"result.3183",7,-150,235,1,5.36
"result.3184",8,-150,235,1,10.55
"result.3185",9,-150,235,1,16.18
"result.3186",5,-90,240,1,4
"result.3187",6,-90,240,1,2.82
"result.3188",7,-90,240,1,6.18
"result.3189",8,-90,240,1,11.27
"result.3190",9,-90,240,1,16.82
"result.3191",5,-95,240,1,4
"result.3192",6,-95,240,1,2.82
"result.3193",7,-95,240,1,6.18
"result.3194",8,-95,240,1,11.27
"result.3195",9,-95,240,1,16.82
"result.3196",5,-100,240,1,4
"result.3197",6,-100,240,1,2.82
"result.3198",7,-100,240,1,6.18
"result.3199",8,-100,240,1,11.27
"result.3200",9,-100,240,1,16.82
"result.3201",5,-105,240,1,4
"result.3202",6,-105,240,1,2.82
"result.3203",7,-105,240,1,6.18
"result.3204",8,-105,240,1,11.27
"result.3205",9,-105,240,1,16.82
"result.3206",5,-110,240,1,4
"result.3207",6,-110,240,1,2.82
"result.3208",7,-110,240,1,6.18
"result.3209",8,-110,240,1,11.27
"result.3210",9,-110,240,1,16.82
"result.3211",5,-115,240,1,4
"result.3212",6,-115,240,1,2.82
"result.3213",7,-115,240,1,6.18
"result.3214",8,-115,240,1,11.27
"result.3215",9,-115,240,1,16.82
"result.3216",5,-120,240,1,4
"result.3217",6,-120,240,1,2.82
"result.3218",7,-120,240,1,6.18
"result.3219",8,-120,240,1,11.27
"result.3220",9,-120,240,1,16.82
"result.3221",5,-125,240,1,4
"result.3222",6,-125,240,1,2.82
"result.3223",7,-125,240,1,6.18
"result.3224",8,-125,240,1,11.27
"result.3225",9,-125,240,1,16.82
"result.3226",5,-130,240,1,4
"result.3227",6,-130,240,1,2.82
"result.3228",7,-130,240,1,6.18
"result.3229",8,-130,240,1,11.27
"result.3230",9,-130,240,1,16.82
"result.3231",5,-135,240,1,4
"result.3232",6,-135,240,1,2.82
"result.3233",7,-135,240,1,6.18
"result.3234",8,-135,240,1,11.27
"result.3235",9,-135,240,1,16.82
"result.3236",5,-140,240,1,4
"result.3237",6,-140,240,1,2.82
"result.3238",7,-140,240,1,6.18
"result.3239",8,-140,240,1,11.27
"result.3240",9,-140,240,1,16.82
"result.3241",5,-145,240,1,4
"result.3242",6,-145,240,1,2.82
"result.3243",7,-145,240,1,6.18
"result.3244",8,-145,240,1,11.27
"result.3245",9,-145,240,1,16.82
"result.3246",5,-150,240,1,4
"result.3247",6,-150,240,1,2.82
"result.3248",7,-150,240,1,6.18
"result.3249",8,-150,240,1,11.27
"result.3250",9,-150,240,1,16.82
