"","id","date","tmax","tmin","prcp","year","month","day"
"383","CA001108395",1958-06-17,25,14.4,0,"1958",6,17
"384","CA001108395",1958-06-18,27.2,15.6,0,"1958",6,18
"385","CA001108395",1958-06-19,26.7,15.6,0,"1958",6,19
"386","CA001108395",1958-06-20,27.2,15,0,"1958",6,20
"387","CA001108395",1958-06-21,25.6,15,1,"1958",6,21
"388","CA001108395",1958-06-22,25.6,16.1,14,"1958",6,22
"389","CA001108395",1958-06-23,26.7,16.1,0,"1958",6,23
"390","CA001108395",1958-06-24,26.1,14.4,7.1,"1958",6,24
"391","CA001108395",1958-06-25,21.1,14.4,6.1,"1958",6,25
"392","CA001108395",1958-06-26,20,14.4,3,"1958",6,26
"393","CA001108395",1958-06-27,23.9,14.4,1,"1958",6,27
"394","CA001108395",1958-06-28,20,12.2,2,"1958",6,28
"395","CA001108395",1958-06-29,18.9,11.7,4.1,"1958",6,29
"396","CA001108395",1958-06-30,20,11.7,1,"1958",6,30
"397","CA001108395",1958-07-01,20.6,12.2,0,"1958",7,1
"398","CA001108395",1958-07-02,21.7,12.8,0,"1958",7,2
"399","CA001108395",1958-07-03,25,13.3,0,"1958",7,3
"400","CA001108395",1958-07-04,24.4,13.3,0,"1958",7,4
"401","CA001108395",1958-07-05,26.7,15.6,0,"1958",7,5
"402","CA001108395",1958-07-06,27.8,16.1,0,"1958",7,6
