"Tcs","Rc_thresholds","Rh_thresholds","first_Tc_reach_days","MAE"
5,-115,180,0,4.62
6,-115,180,0,2.5
7,-115,180,0,3.5
8,-115,180,0,11
9,-115,180,0,17.5
5,-120,180,0,5.25
6,-120,180,0,2.12
7,-120,180,0,3.62
8,-120,180,0,11.12
9,-120,180,0,17.75
5,-125,180,0,7.12
6,-125,180,0,2.25
7,-125,180,0,3.88
8,-125,180,0,11.25
9,-125,180,0,17.88
5,-130,180,0,7.38
6,-130,180,0,2.62
7,-130,180,0,4.62
8,-130,180,0,11.25
9,-130,180,0,18.12
5,-135,180,0,8.75
6,-135,180,0,3.75
7,-135,180,0,5.38
8,-135,180,0,11.25
9,-135,180,0,18.38
5,-140,180,0,9.62
6,-140,180,0,4.12
7,-140,180,0,6.25
8,-140,180,0,11.38
9,-140,180,0,18.5
5,-145,180,0,11.12
6,-145,180,0,6.5
7,-145,180,0,6.88
8,-145,180,0,11.5
9,-145,180,0,18.62
5,-150,180,0,13.25
6,-150,180,0,7.25
7,-150,180,0,7.38
8,-150,180,0,11.88
9,-150,180,0,18.62
5,-90,185,0,4.75
6,-90,185,0,3
7,-90,185,0,3.5
8,-90,185,0,10.25
9,-90,185,0,16.88
5,-95,185,0,3.75
6,-95,185,0,3
7,-95,185,0,3.75
8,-95,185,0,10.62
9,-95,185,0,16.88
5,-100,185,0,3.62
6,-100,185,0,2.88
7,-100,185,0,4.12
8,-100,185,0,10.62
9,-100,185,0,17.12
5,-105,185,0,3.62
6,-105,185,0,2.88
7,-105,185,0,4.38
8,-105,185,0,11.25
9,-105,185,0,17.75
5,-110,185,0,4
6,-110,185,0,2.38
7,-110,185,0,4.5
8,-110,185,0,12
9,-110,185,0,18.38
5,-115,185,0,4.75
6,-115,185,0,2.5
7,-115,185,0,4.5
8,-115,185,0,12.12
9,-115,185,0,18.5
5,-120,185,0,5.62
6,-120,185,0,2.38
7,-120,185,0,4.88
8,-120,185,0,12.25
9,-120,185,0,18.75
5,-125,185,0,7.12
6,-125,185,0,2.62
7,-125,185,0,5.12
8,-125,185,0,12.38
9,-125,185,0,18.88
5,-130,185,0,7.5
6,-130,185,0,3.75
7,-130,185,0,6
8,-130,185,0,12.38
9,-130,185,0,19
5,-135,185,0,9.25
6,-135,185,0,4.38
7,-135,185,0,6.5
8,-135,185,0,12.38
9,-135,185,0,19.25
5,-140,185,0,10.12
6,-140,185,0,5.12
7,-140,185,0,7.25
8,-140,185,0,12.5
9,-140,185,0,19.25
5,-145,185,0,11.75
6,-145,185,0,7.38
7,-145,185,0,7.88
8,-145,185,0,13.12
9,-145,185,0,19.25
5,-150,185,0,14
6,-150,185,0,8.25
7,-150,185,0,8.12
8,-150,185,0,13.62
9,-150,185,0,19.25
5,-90,190,0,4.25
6,-90,190,0,3
7,-90,190,0,4.5
8,-90,190,0,11.12
9,-90,190,0,17.88
5,-95,190,0,3.5
6,-95,190,0,3
7,-95,190,0,4.75
8,-95,190,0,11.38
9,-95,190,0,18
5,-100,190,0,3.5
6,-100,190,0,2.62
7,-100,190,0,5.25
8,-100,190,0,11.5
9,-100,190,0,18
5,-105,190,0,3.5
6,-105,190,0,2.62
7,-105,190,0,5.5
8,-105,190,0,12.88
9,-105,190,0,18.75
5,-110,190,0,3.88
6,-110,190,0,2.88
7,-110,190,0,5.5
8,-110,190,0,13.88
9,-110,190,0,19
5,-115,190,0,5
6,-115,190,0,2.88
7,-115,190,0,5.5
8,-115,190,0,14.12
9,-115,190,0,19.12
5,-120,190,0,6
6,-120,190,0,3.25
7,-120,190,0,5.75
8,-120,190,0,14.12
9,-120,190,0,19.38
5,-125,190,0,7.12
6,-125,190,0,4
7,-125,190,0,6.62
8,-125,190,0,14.12
9,-125,190,0,19.5
5,-130,190,0,8.12
6,-130,190,0,4.38
7,-130,190,0,7.12
8,-130,190,0,14.12
9,-130,190,0,19.75
5,-135,190,0,9.5
6,-135,190,0,5
7,-135,190,0,7.5
8,-135,190,0,14.25
9,-135,190,0,20
5,-140,190,0,10.75
6,-140,190,0,6.25
7,-140,190,0,8
8,-140,190,0,14.25
9,-140,190,0,20.12
5,-145,190,0,12.75
6,-145,190,0,8.5
7,-145,190,0,8.5
8,-145,190,0,14.75
9,-145,190,0,20.12
5,-150,190,0,14.25
6,-150,190,0,9
7,-150,190,0,9.75
8,-150,190,0,15
9,-150,190,0,20.12
5,-90,195,0,3.88
6,-90,195,0,2.75
7,-90,195,0,5.75
8,-90,195,0,12.5
9,-90,195,0,19
5,-95,195,0,3.25
6,-95,195,0,2.62
7,-95,195,0,6.12
8,-95,195,0,12.88
9,-95,195,0,19
5,-100,195,0,3
6,-100,195,0,2.38
7,-100,195,0,6.38
8,-100,195,0,13
9,-100,195,0,19.38
5,-105,195,0,3.25
6,-105,195,0,2.88
7,-105,195,0,6.62
8,-105,195,0,14.62
9,-105,195,0,19.75
5,-110,195,0,3.75
6,-110,195,0,3.12
7,-110,195,0,6.62
8,-110,195,0,15.12
9,-110,195,0,20
5,-115,195,0,5.12
